Time Step,Health Status,dm,dmdt
1711587159794794129,[0.71484923],[0.10679902],[0.10679902]
1711587159893346606,[0.73781016],[0.10240895],[0.10240895]
1711587159895256645,[0.73423717],[0.10310438],[0.10310438]
1711587159897365254,[0.73055131],[0.10381689],[0.10381689]
1711587159964467598,[0.72673439],[0.10454963],[0.10454963]
1711587159966344474,[0.72273393],[0.10531212],[0.10531212]
1711587160034600044,[0.68966481],[0.11141547],[0.11141547]
1711587160035860793,[0.74214958],[0.10155795],[0.10155795]
1711587160037096975,[0.68026948],[0.11308944],[0.11308944]
1711587160040002017,[0.70548962],[0.10853762],[0.10853762]
1711587160106989520,[0.73024942],[0.10387504],[0.10387504]
1711587160108945517,[0.72631762],[0.10462932],[0.10462932]
1711587160110870255,[0.69219546],[0.11096027],[0.11096027]
1711587160112723596,[0.68746205],[0.11181019],[0.11181019]
1711587160180684911,[0.68262475],[0.11267213],[0.11267213]
1711587160182635348,[0.67771205],[0.11354082],[0.11354082]
1711587160252500633,[0.6390018],[0.12016625],[0.12016625]
1711587160254492729,[0.66729581],[0.11536103],[0.11536103]
1711587160256413970,[0.66210055],[0.11625824],[0.11625824]
1711587160258429451,[0.69043452],[0.11127722],[0.11127722]
1711587160325577674,[0.65181908],[0.11801371],[0.11801371]
1711587160327463837,[0.64643958],[0.11892189],[0.11892189]
1711587160394127284,[0.60405221],[0.12584877],[0.12584877]
1711587160396004040,[0.63522766],[0.12079277],[0.12079277]
1711587160398257213,[0.62966981],[0.12170952],[0.12170952]
1711587160464338829,[0.6608341],[0.1164759],[0.1164759]
1711587160466216216,[0.57944591],[0.12970028],[0.12970028]
1711587160532562076,[0.61275952],[0.1244573],[0.1244573]
1711587160534497434,[0.60715657],[0.12535445],[0.12535445]
1711587160536381734,[0.60159603],[0.1262385],[0.1262385]
1711587160538235937,[0.59609168],[0.12710756],[0.12710756]
1711587160605590503,[0.59068792],[0.127955],[0.127955]
1711587160607508638,[0.58533747],[0.12878859],[0.12878859]
1711587160608747595,[0.62114349],[0.12310264],[0.12310264]
1711587160675462531,[0.57517592],[0.13035706],[0.13035706]
1711587160677437835,[0.57004222],[0.13114233],[0.13114233]
1711587160679373574,[0.56496702],[0.13191406],[0.13191406]
1711587160778449741,[0.51772227],[0.13889244],[0.13889244]
1711587160780322400,[0.56368606],[0.13210813],[0.13210813]
1711587160782171022,[0.60722658],[0.12534328],[0.12534328]
1711587160848984684,[0.52151912],[0.13834463],[0.13834463]
1711587160851645468,[0.52303115],[0.13812586],[0.13812586]
1711587160852896919,[0.61087852],[0.1247592],[0.1247592]
1711587160920438104,[0.57030496],[0.13110226],[0.13110226]
1711587160922473242,[0.61359675],[0.12432268],[0.12432268]
1711587160924375828,[0.57352462],[0.13061017],[0.13061017]
1711587160993890461,[0.57537496],[0.13032652],[0.13032652]
1711587161018331117,[0.53410654],[0.13651278],[0.13651278]
1711587161020186993,[0.57965901],[0.12966742],[0.12966742]
1711587161086875321,[0.58194774],[0.12931392],[0.12931392]
1711587161088776925,[0.54183678],[0.13537551],[0.13537551]
1711587161090680742,[0.66539188],[0.11569064],[0.11569064]
1711587161157744082,[0.54751419],[0.13453413],[0.13453413]
1711587161159734825,[0.5926223],[0.12765229],[0.12765229]
1711587161161720069,[0.59572115],[0.12716585],[0.12716585]
1711587161229051302,[0.55791119],[0.13297952],[0.13297952]
1711587161230990236,[0.6025033],[0.12609468],[0.12609468]
1711587161232876871,[0.64443235],[0.11925899],[0.11925899]
1711587161299575900,[0.60969284],[0.12494913],[0.12494913]
1711587161301567716,[0.65127124],[0.11810652],[0.11810652]
1711587161303470001,[0.53751357],[0.13601271],[0.13601271]
1711587161368475613,[0.69378857],[0.11067275],[0.11067275]
1711587161370361075,[0.58779398],[0.12840654],[0.12840654]
1711587161372275674,[0.66651499],[0.11549632],[0.11549632]
1711587161436938308,[0.6348573],[0.12085408],[0.12085408]
1711587161438879737,[0.63939254],[0.1201012],[0.1201012]
1711587161440791490,[0.64396704],[0.11933699],[0.11933699]
1711587161442670260,[0.61269425],[0.12446779],[0.12446779]
1711587161507675978,[0.68715763],[0.11186463],[0.11186463]
1711587161509553154,[0.62308326],[0.12278709],[0.12278709]
1711587161576626194,[0.47450028],[0.14498272],[0.14498272]
1711587161578033754,[0.81353406],[0.0863634],[0.0863634]
1711587161580018706,[0.63932991],[0.12011163],[0.12011163]
1711587161581906874,[0.73882604],[0.10221036],[0.10221036]
1711587161678194213,[0.68212849],[0.11276019],[0.11276019]
1711587161680088553,[0.68690585],[0.11190963],[0.11190963]
1711587161681915503,[0.66019367],[0.11658582],[0.11658582]
1711587161748161852,[0.72609853],[0.10467119],[0.10467119]
1711587161750219664,[0.7010734],[0.10934836],[0.10934836]
1711587161752116989,[0.70572961],[0.10849339],[0.10849339]
1711587161818255092,[0.71037726],[0.10763322],[0.10763322]
1711587161820206781,[0.68584511],[0.11209904],[0.11209904]
1711587161822132611,[0.7470207],[0.1005941],[0.1005941]
1711587161888086430,[0.69592955],[0.11028517],[0.11028517]
1711587161889973586,[0.75516905],[0.09896079],[0.09896079]
1711587161891870932,[0.70571744],[0.10849563],[0.10849563]
1711587161958186885,[0.76298042],[0.09736931],[0.09736931]
1711587161960047740,[0.74148038],[0.10168965],[0.10168965]
1711587161961929175,[0.71965883],[0.10589451],[0.10589451]
1711587161963882327,[0.74989185],[0.10002163],[0.10002163]
1711587162032325062,[0.77779018],[0.09427827],[0.09427827]
1711587162034188643,[0.73285271],[0.10337259],[0.10337259]
1711587162036014712,[0.78478661],[0.09278219],[0.09278219]
1711587162102662159,[0.76522044],[0.09690811],[0.09690811]
1711587162104608297,[0.76896081],[0.09613307],[0.09613307]
1711587162173345605,[0.74932311],[0.10013529],[0.10013529]
1711587162175219285,[0.75336491],[0.09932474],[0.09932474]
1711587162197189782,[0.82149827],[0.08449893],[0.08449893]
1711587162263491661,[0.78280287],[0.09320883],[0.09320883]
1711587162264775203,[0.78607437],[0.09250419],[0.09250419]
1711587162265999302,[0.76778177],[0.09637805],[0.09637805]
1711587162267277854,[0.77140554],[0.09562311],[0.09562311]
1711587162335987881,[0.81563514],[0.08587546],[0.08587546]
1711587162338016948,[0.81817426],[0.08528206],[0.08528206]
1711587162339927930,[0.75975104],[0.0980304],[0.0980304]
1711587162341821778,[0.84142041],[0.0796441],[0.0796441]
1711587162412385546,[0.8067905],[0.0879112],[0.0879112]
1711587162414397681,[0.7899556],[0.0916612],[0.0916612]
1711587162512458851,[0.79289986],[0.09101651],[0.09101651]
1711587162580324453,[0.33458178],[0.16314634],[0.16314634]
1711587162582244963,[0.80048528],[0.08933414],[0.08933414]
1711587162584132700,[0.8212929],[0.08454753],[0.08454753]
