Time Step,Health Status,dm,dmdt
1711147931585118994,0,[0.51332896],[0.51332896]
1711147931587190669,[0.98036947],[0.0280218],[0.0280218]
1711147931591294265,[0.97425019],[0.03209349],[0.03209349]
1711147931594444076,[0.96731461],[0.0361582],[0.0361582]
1711147931772123158,0,[0.55034831],[0.55034831]
1711147931773697825,[0.98023697],[0.02811621],[0.02811621]
1711147931778538069,[0.9673958],[0.03611327],[0.03611327]
1711147931784704635,[0.9598541],[0.04007289],[0.04007289]
1711147931788912005,[0.98037629],[0.02801693],[0.02801693]
1711147931792231410,[0.9856081],[0.02399325],[0.02399325]
1711147931793849502,[0.98044543],[0.02796753],[0.02796753]
1711147931796420233,[0.96774449],[0.03591964],[0.03591964]
1711147931981115075,0,[0.53974751],[0.53974751]
1711147931984650796,[0.95229307],[0.04368383],[0.04368383]
1711147931988241647,[0.98575315],[0.02387203],[0.02387203]
1711147931991010002,[0.97462081],[0.0318617],[0.0318617]
1711147931994162764,[0.97454446],[0.03190958],[0.03190958]
1711147931996998590,[0.96766096],[0.03596612],[0.03596612]
1711147931998610038,[0.97434465],[0.03203457],[0.03203457]
1711147932001698529,[0.98031274],[0.02806226],[0.02806226]
1711147932478349812,0,[1.32368059],[1.32368059]
1711147932481185598,[0.99000354],[0.01999646],[0.01999646]
1711147932484122163,[0.95995776],[0.04002111],[0.04002111]
1711147932486392621,[0.98997535],[0.02002463],[0.02002463]
1711147932487274263,[0.95139919],[0.04409118],[0.04409118]
1711147932490972909,[0.98994492],[0.020055],[0.020055]
1711147932494115691,[0.97422884],[0.0321068],[0.0321068]
1711147932497463101,[0.97424865],[0.03209446],[0.03209446]
1711147932499841659,[0.96747285],[0.03607057],[0.03607057]
1711147932502194598,[0.97435619],[0.03202737],[0.03202737]
1711147932504382611,[0.96002388],[0.03998806],[0.03998806]
1711147932506581934,[0.98045485],[0.02796079],[0.02796079]
1711147932508467845,[0.98047697],[0.02794497],[0.02794497]
1711147932509571408,[0.97448235],[0.03194849],[0.03194849]
1711147932510460535,[0.98044022],[0.02797126],[0.02797126]
1711147932511973472,[0.96762003],[0.03598887],[0.03598887]
1711147932514562484,[0.98038908],[0.0280078],[0.0280078]
1711147932516954018,[0.96753753],[0.03603469],[0.03603469]
1711147932696081706,0,[0.47616198],[0.47616198]
1711147932697842585,[0.96752629],[0.03604093],[0.03604093]
1711147932704796216,[0.97439312],[0.0320043],[0.0320043]
1711147932712914455,[0.97444262],[0.03197335],[0.03197335]
1711147932716796642,[0.97449232],[0.03194225],[0.03194225]
1711147932720849656,[0.97453602],[0.03191487],[0.03191487]
1711147932724304794,[0.98050881],[0.02792217],[0.02792217]
1711147932961733796,0,[0.69950416],[0.69950416]
1711147932962973965,[0.99839881],[0.00800297],[0.00800297]
1711147932965357070,[0.97437458],[0.03201588],[0.03201588]
1711147932972261030,[0.97435956],[0.03202527],[0.03202527]
1711147932974197631,[0.97436018],[0.03202488],[0.03202488]
1711147932977335283,[0.97434689],[0.03203318],[0.03203318]
1711147933180689566,0,[0.44360639],[0.44360639]
1711147933184460156,[0.9600413],[0.03997935],[0.03997935]
1711147933187129136,[0.98041601],[0.02798856],[0.02798856]
1711147933189904980,[0.96761416],[0.03599213],[0.03599213]
1711147933194375472,[0.98040607],[0.02799566],[0.02799566]
1711147933195993987,[0.98039908],[0.02800066],[0.02800066]
1711147933199927972,[0.96759463],[0.03600298],[0.03600298]
1711147933217746100,[0.97438776],[0.03200765],[0.03200765]
1711147933221244222,[0.97438196],[0.03201127],[0.03201127]
1711147933414669619,0,[0.48390122],[0.48390122]
1711147933417417098,[0.98042284],[0.02798368],[0.02798368]
1711147933418765369,[0.97442461],[0.03198462],[0.03198462]
1711147933421429592,[0.96003173],[0.03998413],[0.03998413]
1711147933425097544,[0.9856093],[0.02399225],[0.02399225]
1711147933513490466,[0.98040913],[0.02799347],[0.02799347]
1711147933517415058,[0.95162124],[0.04399035],[0.04399035]
1711147933698807805,0,[0.92270036],[0.92270036]
1711147933701456695,[0.98052162],[0.027913],[0.027913]
1711147933703834044,[0.98051805],[0.02791555],[0.02791555]
1711147933706445252,[0.9677981],[0.03588977],[0.03588977]
1711147933707867135,[0.97455394],[0.03190364],[0.03190364]
1711147933710490776,[0.97455267],[0.03190444],[0.03190444]
