Time Step,Health Status,dm,dmdt
1711153640577946253,[0.87399983],[0.070993],[0.070993]
1711153640580302103,[0.94905427],[0.04514232],[0.04514232]
1711153640581193215,[0.98337925],[0.0257843],[0.0257843]
1711153640583362629,[0.89624598],[0.06442174],[0.06442174]
1711153640585198164,[0.9492353],[0.04506205],[0.04506205]
1711153640588635640,[0.91620204],[0.05789576],[0.05789576]
1711153640591002812,[0.9338896],[0.05142389],[0.05142389]
1711153640753409290,0,[0.76012042],[0.76012042]
1711153640756417466,[0.87834628],[0.06975779],[0.06975779]
1711153640757641815,[0.98394339],[0.02534294],[0.02534294]
1711153640759576209,[0.91884958],[0.05697383],[0.05697383]
1711153640761223155,[0.93602337],[0.0505872],[0.0505872]
1711153640761898104,[0.95111685],[0.04421907],[0.04421907]
1711153640763327404,[0.93628293],[0.05048448],[0.05048448]
1711153640904625203,0,[0.41427684],[0.41427684]
1711153640905661071,[0.95227321],[0.04369292],[0.04369292]
1711153640908975762,[0.93781479],[0.04987392],[0.04987392]
1711153640911567823,[0.90311719],[0.06225201],[0.06225201]
1711153640913986643,[0.97584293],[0.03108509],[0.03108509]
1711153640915093317,[0.90360797],[0.06209413],[0.06209413]
1711153640917585447,[0.93849868],[0.04959892],[0.04959892]
1711153640920203688,[0.95303619],[0.04334227],[0.04334227]
1711153641076135111,0,[0.48526251],[0.48526251]
1711153641077636749,[0.92489723],[0.05480977],[0.05480977]
1711153641080255069,[0.95471545],[0.04256033],[0.04256033]
1711153641082717854,[0.92540308],[0.05462487],[0.05462487]
1711153641084831261,[0.92569145],[0.05451919],[0.05451919]
1711153641087514546,[0.95520408],[0.0423301],[0.0423301]
1711153641225462941,0,[0.80844752],[0.80844752]
1711153641228736599,[0.94553945],[0.04667357],[0.04667357]
1711153641231009039,[0.89757274],[0.06400852],[0.06400852]
1711153641233700578,[0.97893125],[0.02903016],[0.02903016]
1711153641236381168,[0.94626082],[0.04636342],[0.04636342]
1711153641239012444,[0.95902977],[0.04048221],[0.04048221]
1711153641240396818,[0.9325754],[0.05193249],[0.05193249]
1711153641242528149,[0.95940409],[0.04029685],[0.04029685]
1711153641244047642,[0.94719938],[0.04595677],[0.04595677]
1711153641245856397,[0.91792503],[0.05729746],[0.05729746]
1711153641248699365,[0.94774484],[0.04571878],[0.04571878]
1711153641250850802,[0.94798649],[0.04561294],[0.04561294]
1711153641252356233,[0.96034792],[0.03982566],[0.03982566]
1711153641392143014,[0.94844347],[0.04541213],[0.04541213]
1711153641394945316,[0.94868134],[0.04530724],[0.04530724]
1711153641396984952,[0.94892242],[0.0452007],[0.0452007]
1711153641398460146,[0.94916438],[0.04509351],[0.04509351]
1711153641399495473,[0.94940355],[0.04498731],[0.04498731]
1711153641401577140,[0.96143812],[0.03927436],[0.03927436]
1711153641403477209,[0.94985707],[0.04478524],[0.04478524]
1711153641405682341,[0.92207411],[0.05583042],[0.05583042]
1711153641566547194,0,[0.73728022],[0.73728022]
1711153641568750844,[0.89736178],[0.0640744],[0.0640744]
1711153641569830105,[0.98227352],[0.02662816],[0.02662816]
1711153641647855962,[0.9653814],[0.03721215],[0.03721215]
1711153641650363511,[0.96553553],[0.03712922],[0.03712922]
1711153641653371026,[0.94330176],[0.04762278],[0.04762278]
1711153641654650060,[0.96586925],[0.03694902],[0.03694902]
1711153641830708087,0,[0.78825001],[0.78825001]
1711153641832173977,[0.9689997],[0.0352138],[0.0352138]
1711153641833992852,[0.93704667],[0.05018101],[0.05018101]
1711153641835798040,[0.96930498],[0.03503999],[0.03503999]
1711153641838984125,[0.96008277],[0.0399586],[0.0399586]
1711153641841640118,[0.96026617],[0.03986669],[0.03986669]
1711153641842821404,[0.96971347],[0.03480605],[0.03480605]
1711153641845001108,[0.95016179],[0.04464895],[0.04464895]
1711153641996746493,0,[0.35307981],[0.35307981]
1711153641999533229,[0.96238179],[0.03879083],[0.03879083]
